phenotype_names,CTQ_Term,Sex,Region,Effect_Size_Main_Ped,P_Main_Ped,Q_Main_Ped,Significant_Main_Ped,Effect_Size_Cov_Ped,P_Cov_Ped,Q_Cov_Ped,Significant_Cov_Ped,Sample_Size_Ped,Effect_Size_Main_YA,P_Main_YA,Q_Main_YA,Significant_Main_YA,Effect_Size_Cov_YA,P_Cov_YA,Q_Cov_YA,Significant_Cov_YA,Sample_Size_YA,Effect_Size_Main_OA,P_Main_OA,Q_Main_OA,Significant_Main_OA,Effect_Size_Cov_OA,P_Cov_OA,Q_Cov_OA,Significant_Cov_OA,Sample_Size_OA
surface_area,CTQ_Abuse,female,L_postcentral_surfavg,-0.036 (0.079),6.50E-01,9.10E-01,No,0.278 (0.164),9.17E-02,3.55E-01,No,189,-0.051 (0.034),1.27E-01,2.10E-01,No,0.014 (0.071),8.39E-01,9.35E-01,No,1163,-0.047 (0.038),2.12E-01,3.79E-01,No,-0.097 (0.076),2.00E-01,5.24E-01,No,864
surface_area,CTQ_Abuse,female,L_posteriorcingulate_surfavg,-0.044 (0.08),5.83E-01,9.10E-01,No,0.11 (0.165),5.07E-01,7.27E-01,No,189,-0.02 (0.034),5.57E-01,6.26E-01,No,-0.114 (0.071),1.09E-01,2.32E-01,No,1163,-0.008 (0.038),8.40E-01,9.46E-01,No,0.015 (0.076),8.46E-01,9.03E-01,No,864
surface_area,CTQ_Abuse,female,L_precentral_surfavg,-0.084 (0.08),2.91E-01,7.06E-01,No,0.235 (0.164),1.55E-01,4.05E-01,No,189,-0.019 (0.033),5.71E-01,6.26E-01,No,-0.178 (0.071),1.22E-02,6.96E-02,No,1163,-0.045 (0.038),2.26E-01,3.88E-01,No,-0.11 (0.076),1.46E-01,4.59E-01,No,864
surface_area,CTQ_Abuse,female,L_precuneus_surfavg,-0.033 (0.08),6.80E-01,9.10E-01,No,0.152 (0.165),3.57E-01,6.57E-01,No,189,-0.059 (0.034),7.92E-02,1.54E-01,No,0.076 (0.071),2.86E-01,4.36E-01,No,1163,-0.075 (0.038),4.49E-02,1.45E-01,No,-0.051 (0.075),4.96E-01,6.89E-01,No,864
surface_area,CTQ_Abuse,female,L_rostralanteriorcingulate_surfavg,-0.132 (0.079),9.83E-02,4.40E-01,No,0.198 (0.164),2.28E-01,5.01E-01,No,189,-0.11 (0.033) *,1.01E-03,6.25E-03,Yes,0.218 (0.071) *,2.18E-03,2.11E-02,Yes,1163,-0.095 (0.038),1.17E-02,6.13E-02,No,0.098 (0.076),1.97E-01,5.24E-01,No,864
surface_area,CTQ_Abuse,female,L_rostralmiddlefrontal_surfavg,-0.109 (0.08),1.73E-01,5.49E-01,No,0.139 (0.164),3.99E-01,6.89E-01,No,189,0.024 (0.034),4.66E-01,5.76E-01,No,-0.121 (0.071),8.87E-02,2.08E-01,No,1163,-0.036 (0.038),3.39E-01,5.23E-01,No,-0.057 (0.076),4.49E-01,6.45E-01,No,864
surface_area,CTQ_Abuse,female,L_superiorfrontal_surfavg,-0.047 (0.08),5.53E-01,9.10E-01,No,0.26 (0.164),1.15E-01,3.56E-01,No,189,0.055 (0.034),9.85E-02,1.76E-01,No,-0.075 (0.071),2.93E-01,4.36E-01,No,1163,0.05 (0.038),1.84E-01,3.68E-01,No,-0.032 (0.076),6.68E-01,8.26E-01,No,864
surface_area,CTQ_Abuse,female,L_superiorparietal_surfavg,-0.023 (0.08),7.72E-01,9.10E-01,No,0.238 (0.164),1.50E-01,4.05E-01,No,189,-0.022 (0.034),5.15E-01,6.04E-01,No,0.033 (0.071),6.44E-01,7.96E-01,No,1163,-0.063 (0.038),9.16E-02,2.08E-01,No,0.079 (0.076),2.96E-01,5.79E-01,No,864
surface_area,CTQ_Abuse,female,L_superiortemporal_surfavg,-0.039 (0.08),6.29E-01,9.10E-01,No,-0.121 (0.165),4.63E-01,7.15E-01,No,189,0.102 (0.033) *,2.26E-03,1.10E-02,Yes,-0.139 (0.071),5.11E-02,1.58E-01,No,1163,0.109 (0.037) *,3.69E-03,3.41E-02,Yes,-0.147 (0.075),5.17E-02,3.51E-01,No,864
surface_area,CTQ_Abuse,female,L_supramargil_surfavg,-0.0 (0.08),9.97E-01,9.97E-01,No,-0.014 (0.165),9.31E-01,9.78E-01,No,189,-0.015 (0.034),6.52E-01,7.03E-01,No,-0.006 (0.071),9.29E-01,9.72E-01,No,1163,0.082 (0.038),2.91E-02,1.16E-01,No,-0.057 (0.076),4.53E-01,6.45E-01,No,864
surface_area,CTQ_Abuse,female,L_frontalpole_surfavg,-0.046 (0.08),5.67E-01,9.10E-01,No,-0.053 (0.165),7.46E-01,9.06E-01,No,189,0.251 (0.033) *,3.42E-14,2.33E-12,Yes,-0.142 (0.069),4.17E-02,1.58E-01,No,1163,0.216 (0.037) *,6.36E-09,4.33E-07,Yes,-0.08 (0.074),2.84E-01,5.79E-01,No,864
surface_area,CTQ_Abuse,female,L_temporalpole_surfavg,0.001 (0.078),9.94E-01,9.97E-01,No,-0.407 (0.162),1.30E-02,1.71E-01,No,189,0.105 (0.033) *,1.70E-03,8.89E-03,Yes,-0.02 (0.071),7.80E-01,9.14E-01,No,1163,0.136 (0.037) *,2.56E-04,3.48E-03,Yes,0.11 (0.075),1.42E-01,4.59E-01,No,864
surface_area,CTQ_Abuse,female,L_transversetemporal_surfavg,-0.116 (0.08),1.45E-01,5.14E-01,No,0.021 (0.164),8.97E-01,9.77E-01,No,189,-0.025 (0.034),4.65E-01,5.76E-01,No,0.001 (0.071),9.91E-01,9.91E-01,No,1163,-0.005 (0.038),8.98E-01,9.85E-01,No,0.001 (0.076),9.95E-01,9.95E-01,No,864
surface_area,CTQ_Abuse,female,L_insula_surfavg,0.027 (0.079),7.32E-01,9.10E-01,No,-0.355 (0.163),3.08E-02,2.02E-01,No,189,0.019 (0.034),5.64E-01,6.26E-01,No,-0.017 (0.071),8.08E-01,9.32E-01,No,1163,0.056 (0.038),1.36E-01,2.84E-01,No,-0.16 (0.076),3.49E-02,2.64E-01,No,864
surface_area,CTQ_Abuse,female,R_bankssts_surfavg,0.077 (0.079),3.31E-01,7.57E-01,No,-0.274 (0.164),9.67E-02,3.55E-01,No,189,-0.056 (0.033),9.32E-02,1.71E-01,No,-0.127 (0.071),7.41E-02,1.98E-01,No,1163,-0.002 (0.038),9.56E-01,9.96E-01,No,-0.05 (0.076),5.07E-01,6.90E-01,No,864
surface_area,CTQ_Abuse,female,R_caudalanteriorcingulate_surfavg,0.032 (0.08),6.85E-01,9.10E-01,No,-0.014 (0.165),9.35E-01,9.78E-01,No,189,-0.09 (0.033) *,7.19E-03,3.05E-02,Yes,-0.024 (0.071),7.30E-01,8.71E-01,No,1163,-0.007 (0.038),8.49E-01,9.46E-01,No,0.115 (0.076),1.29E-01,4.59E-01,No,864
surface_area,CTQ_Abuse,female,R_caudalmiddlefrontal_surfavg,-0.098 (0.079),2.13E-01,6.05E-01,No,0.382 (0.163),2.01E-02,1.71E-01,No,189,0.022 (0.034),5.13E-01,6.04E-01,No,-0.14 (0.071),4.89E-02,1.58E-01,No,1163,-0.068 (0.038),7.11E-02,1.79E-01,No,0.002 (0.076),9.80E-01,9.95E-01,No,864
surface_area,CTQ_Abuse,female,R_cuneus_surfavg,0.188 (0.078),1.71E-02,1.74E-01,No,-0.407 (0.162),1.26E-02,1.71E-01,No,189,0.04 (0.034),2.28E-01,3.53E-01,No,0.095 (0.071),1.80E-01,3.23E-01,No,1163,-0.026 (0.038),4.96E-01,6.61E-01,No,0.025 (0.076),7.39E-01,8.52E-01,No,864
surface_area,CTQ_Abuse,female,R_entorhil_surfavg,-0.134 (0.079),9.19E-02,4.40E-01,No,-0.003 (0.164),9.88E-01,9.88E-01,No,189,0.105 (0.033) *,1.62E-03,8.89E-03,Yes,0.146 (0.07),3.85E-02,1.58E-01,No,1163,0.083 (0.037),2.61E-02,1.16E-01,No,0.066 (0.075),3.82E-01,6.19E-01,No,864
surface_area,CTQ_Abuse,female,R_fusiform_surfavg,-0.087 (0.08),2.73E-01,7.06E-01,No,-0.091 (0.164),5.80E-01,7.88E-01,No,189,-0.167 (0.033) *,5.90E-07,8.03E-06,Yes,0.223 (0.071) *,1.59E-03,1.80E-02,Yes,1163,-0.03 (0.038),4.18E-01,6.05E-01,No,0.027 (0.076),7.26E-01,8.52E-01,No,864
surface_area,CTQ_Abuse,female,R_inferiorparietal_surfavg,-0.035 (0.08),6.63E-01,9.10E-01,No,-0.177 (0.164),2.83E-01,6.02E-01,No,189,-0.067 (0.034),4.43E-02,1.11E-01,No,-0.026 (0.071),7.13E-01,8.66E-01,No,1163,-0.017 (0.038),6.56E-01,7.96E-01,No,-0.036 (0.076),6.39E-01,8.20E-01,No,864
surface_area,CTQ_Abuse,female,R_inferiortemporal_surfavg,-0.056 (0.08),4.86E-01,9.10E-01,No,0.162 (0.165),3.28E-01,6.56E-01,No,189,0.075 (0.033),2.43E-02,8.26E-02,No,0.11 (0.071),1.21E-01,2.49E-01,No,1163,0.038 (0.037),3.08E-01,4.87E-01,No,0.206 (0.075),6.39E-03,1.57E-01,No,864
surface_area,CTQ_Abuse,female,R_isthmuscingulate_surfavg,0.064 (0.08),4.22E-01,8.27E-01,No,-0.136 (0.165),4.10E-01,6.89E-01,No,189,0.02 (0.034),5.55E-01,6.26E-01,No,-0.082 (0.071),2.51E-01,4.26E-01,No,1163,-0.012 (0.038),7.43E-01,8.56E-01,No,-0.078 (0.076),3.06E-01,5.79E-01,No,864
surface_area,CTQ_Abuse,female,R_lateraloccipital_surfavg,0.02 (0.08),8.03E-01,9.10E-01,No,-0.128 (0.165),4.38E-01,6.92E-01,No,189,0.123 (0.033) *,2.26E-04,1.92E-03,Yes,0.117 (0.07),9.58E-02,2.17E-01,No,1163,0.077 (0.037),4.09E-02,1.45E-01,No,0.084 (0.075),2.66E-01,5.79E-01,No,864
surface_area,CTQ_Abuse,female,R_lateralorbitofrontal_surfavg,-0.149 (0.079),6.11E-02,3.77E-01,No,-0.076 (0.163),6.42E-01,8.39E-01,No,189,-0.07 (0.033),3.68E-02,1.02E-01,No,0.342 (0.071) *,1.44E-06,4.88E-05,Yes,1163,-0.029 (0.038),4.35E-01,6.17E-01,No,0.187 (0.076),1.33E-02,1.57E-01,No,864
surface_area,CTQ_Abuse,female,R_lingual_surfavg,0.117 (0.079),1.41E-01,5.14E-01,No,-0.351 (0.163),3.26E-02,2.02E-01,No,189,0.046 (0.033),1.67E-01,2.70E-01,No,0.164 (0.071),2.07E-02,1.01E-01,No,1163,0.034 (0.038),3.64E-01,5.49E-01,No,0.027 (0.076),7.20E-01,8.52E-01,No,864
surface_area,CTQ_Abuse,female,R_medialorbitofrontal_surfavg,-0.011 (0.079),8.94E-01,9.50E-01,No,-0.267 (0.164),1.04E-01,3.55E-01,No,189,0.129 (0.033) *,1.01E-04,9.81E-04,Yes,0.186 (0.07),8.04E-03,5.46E-02,No,1163,0.201 (0.037) *,6.14E-08,2.09E-06,Yes,0.055 (0.074),4.55E-01,6.45E-01,No,864
surface_area,CTQ_Abuse,female,R_middletemporal_surfavg,0.185 (0.079),1.98E-02,1.74E-01,No,-0.003 (0.162),9.84E-01,9.88E-01,No,189,0.075 (0.034),2.58E-02,8.35E-02,No,-0.01 (0.071),8.91E-01,9.46E-01,No,1163,0.074 (0.037),4.73E-02,1.46E-01,No,0.127 (0.075),9.18E-02,4.46E-01,No,864
surface_area,CTQ_Abuse,female,R_parahippocampal_surfavg,-0.13 (0.079),1.04E-01,4.40E-01,No,0.218 (0.164),1.84E-01,4.64E-01,No,189,-0.083 (0.034),1.35E-02,5.08E-02,No,0.056 (0.071),4.30E-01,6.09E-01,No,1163,-0.047 (0.038),2.09E-01,3.79E-01,No,-0.07 (0.076),3.55E-01,6.12E-01,No,864
surface_area,CTQ_Abuse,female,R_paracentral_surfavg,-0.114 (0.079),1.51E-01,5.14E-01,No,0.379 (0.163),2.09E-02,1.71E-01,No,189,0.006 (0.034),8.67E-01,8.93E-01,No,-0.125 (0.071),7.94E-02,2.00E-01,No,1163,-0.001 (0.038),9.73E-01,9.96E-01,No,-0.135 (0.076),7.41E-02,4.23E-01,No,864
surface_area,CTQ_Abuse,female,R_parsopercularis_surfavg,-0.022 (0.079),7.80E-01,9.10E-01,No,0.291 (0.164),7.69E-02,3.55E-01,No,189,-0.058 (0.034),8.52E-02,1.61E-01,No,-0.043 (0.071),5.49E-01,7.47E-01,No,1163,-0.066 (0.038),8.15E-02,1.98E-01,No,0.077 (0.076),3.07E-01,5.79E-01,No,864
surface_area,CTQ_Abuse,female,R_parsorbitalis_surfavg,0.03 (0.079),7.04E-01,9.10E-01,No,-0.271 (0.164),1.00E-01,3.55E-01,No,189,0.085 (0.033) *,1.11E-02,4.45E-02,Yes,0.061 (0.071),3.86E-01,5.59E-01,No,1163,0.048 (0.038),1.97E-01,3.79E-01,No,0.081 (0.076),2.85E-01,5.79E-01,No,864
surface_area,CTQ_Abuse,female,R_parstriangularis_surfavg,0.071 (0.08),3.72E-01,7.98E-01,No,-0.05 (0.165),7.64E-01,9.11E-01,No,189,0.062 (0.034),6.57E-02,1.40E-01,No,-0.036 (0.071),6.14E-01,7.88E-01,No,1163,0.02 (0.038),6.02E-01,7.58E-01,No,-0.135 (0.076),7.47E-02,4.23E-01,No,864
surface_area,CTQ_Abuse,female,R_pericalcarine_surfavg,0.205 (0.078),9.55E-03,1.74E-01,No,-0.395 (0.161),1.53E-02,1.71E-01,No,189,-0.003 (0.034),9.39E-01,9.53E-01,No,0.103 (0.071),1.47E-01,2.86E-01,No,1163,-0.07 (0.038),6.14E-02,1.74E-01,No,0.111 (0.076),1.42E-01,4.59E-01,No,864
surface_area,CTQ_Abuse,female,R_postcentral_surfavg,-0.093 (0.079),2.41E-01,6.55E-01,No,0.341 (0.163),3.85E-02,2.18E-01,No,189,-0.061 (0.033),6.86E-02,1.41E-01,No,-0.078 (0.071),2.75E-01,4.36E-01,No,1163,-0.043 (0.038),2.53E-01,4.20E-01,No,0.068 (0.076),3.69E-01,6.12E-01,No,864
surface_area,CTQ_Abuse,female,R_posteriorcingulate_surfavg,0.025 (0.08),7.55E-01,9.10E-01,No,0.068 (0.165),6.82E-01,8.58E-01,No,189,-0.038 (0.034),2.55E-01,3.80E-01,No,-0.013 (0.071),8.58E-01,9.41E-01,No,1163,-0.0 (0.038),9.95E-01,9.96E-01,No,0.024 (0.076),7.53E-01,8.54E-01,No,864
surface_area,CTQ_Abuse,female,R_precentral_surfavg,-0.054 (0.079),4.96E-01,9.10E-01,No,0.376 (0.163),2.21E-02,1.71E-01,No,189,-0.067 (0.033),4.55E-02,1.11E-01,No,-0.117 (0.071),9.87E-02,2.17E-01,No,1163,-0.022 (0.038),5.51E-01,7.07E-01,No,-0.015 (0.076),8.43E-01,9.03E-01,No,864
surface_area,CTQ_Abuse,female,R_precuneus_surfavg,-0.064 (0.08),4.26E-01,8.27E-01,No,0.205 (0.165),2.13E-01,4.87E-01,No,189,-0.066 (0.034),5.04E-02,1.18E-01,No,0.075 (0.071),2.93E-01,4.36E-01,No,1163,-0.1 (0.037) *,7.79E-03,4.41E-02,Yes,-0.071 (0.075),3.43E-01,6.12E-01,No,864
surface_area,CTQ_Abuse,female,R_rostralanteriorcingulate_surfavg,0.001 (0.08),9.90E-01,9.97E-01,No,-0.02 (0.165),9.05E-01,9.77E-01,No,189,-0.186 (0.033) *,2.42E-08,4.11E-07,Yes,0.14 (0.07),4.64E-02,1.58E-01,No,1163,-0.105 (0.037) *,5.01E-03,3.41E-02,Yes,0.048 (0.075),5.21E-01,6.94E-01,No,864
surface_area,CTQ_Abuse,female,R_rostralmiddlefrontal_surfavg,0.006 (0.08),9.37E-01,9.81E-01,No,-0.106 (0.165),5.20E-01,7.27E-01,No,189,0.025 (0.034),4.48E-01,5.75E-01,No,-0.123 (0.071),8.55E-02,2.08E-01,No,1163,-0.068 (0.037),6.91E-02,1.79E-01,No,-0.111 (0.075),1.42E-01,4.59E-01,No,864
surface_area,CTQ_Abuse,female,R_superiorfrontal_surfavg,0.024 (0.08),7.67E-01,9.10E-01,No,0.157 (0.165),3.42E-01,6.57E-01,No,189,0.032 (0.034),3.34E-01,4.64E-01,No,-0.127 (0.071),7.56E-02,1.98E-01,No,1163,0.056 (0.038),1.38E-01,2.84E-01,No,-0.166 (0.076),2.83E-02,2.41E-01,No,864
surface_area,CTQ_Abuse,female,R_superiorparietal_surfavg,-0.071 (0.08),3.76E-01,7.98E-01,No,-0.059 (0.165),7.22E-01,8.93E-01,No,189,-0.069 (0.034),3.84E-02,1.02E-01,No,0.139 (0.071),5.04E-02,1.58E-01,No,1163,-0.15 (0.037) *,6.15E-05,1.05E-03,Yes,0.129 (0.075),8.62E-02,4.46E-01,No,864
surface_area,CTQ_Abuse,female,R_superiortemporal_surfavg,0.039 (0.08),6.23E-01,9.10E-01,No,-0.037 (0.165),8.22E-01,9.47E-01,No,189,0.069 (0.033),3.90E-02,1.02E-01,No,-0.299 (0.071) *,2.50E-05,5.66E-04,Yes,1163,0.082 (0.037),2.98E-02,1.16E-01,No,-0.189 (0.075),1.24E-02,1.57E-01,No,864
surface_area,CTQ_Abuse,female,R_supramargil_surfavg,0.02 (0.08),8.01E-01,9.10E-01,No,-0.034 (0.165),8.35E-01,9.47E-01,No,189,-0.053 (0.033),1.14E-01,1.94E-01,No,-0.141 (0.071),4.77E-02,1.58E-01,No,1163,-0.076 (0.037),4.39E-02,1.45E-01,No,-0.098 (0.075),1.94E-01,5.24E-01,No,864
surface_area,CTQ_Abuse,female,R_frontalpole_surfavg,0.032 (0.08),6.87E-01,9.10E-01,No,-0.105 (0.165),5.24E-01,7.27E-01,No,189,0.19 (0.033) *,1.00E-08,2.27E-07,Yes,-0.015 (0.07),8.36E-01,9.35E-01,No,1163,0.172 (0.037) *,4.55E-06,1.03E-04,Yes,-0.088 (0.075),2.39E-01,5.79E-01,No,864
surface_area,CTQ_Abuse,female,R_temporalpole_surfavg,0.04 (0.08),6.18E-01,9.10E-01,No,-0.153 (0.165),3.53E-01,6.57E-01,No,189,0.2 (0.033) *,1.70E-09,5.78E-08,Yes,-0.004 (0.07),9.49E-01,9.78E-01,No,1163,0.132 (0.037) *,4.24E-04,4.80E-03,Yes,0.027 (0.075),7.18E-01,8.52E-01,No,864
surface_area,CTQ_Abuse,female,R_transversetemporal_surfavg,-0.15 (0.079),5.94E-02,3.77E-01,No,0.213 (0.164),1.94E-01,4.70E-01,No,189,-0.033 (0.033),3.21E-01,4.55E-01,No,-0.178 (0.071),1.23E-02,6.96E-02,No,1163,0.0 (0.038),9.96E-01,9.96E-01,No,-0.057 (0.076),4.56E-01,6.45E-01,No,864
surface_area,CTQ_Abuse,female,R_insula_surfavg,0.064 (0.08),4.22E-01,8.27E-01,No,-0.005 (0.165),9.77E-01,9.88E-01,No,189,0.002 (0.034),9.57E-01,9.57E-01,No,-0.1 (0.071),1.61E-01,2.96E-01,No,1163,-0.016 (0.037),6.76E-01,8.06E-01,No,-0.172 (0.075),2.30E-02,2.23E-01,No,864
surface_area,CTQ_Abuse,male,L_bankssts_surfavg,-0.042 (0.087),6.29E-01,9.74E-01,No,0.035 (0.194),8.56E-01,9.94E-01,No,159,-0.069 (0.039),7.76E-02,2.64E-01,No,0.097 (0.082),2.39E-01,7.44E-01,No,742,-0.011 (0.044),7.97E-01,9.14E-01,No,-0.153 (0.089),8.72E-02,6.59E-01,No,585
surface_area,CTQ_Abuse,male,L_caudalanteriorcingulate_surfavg,0.051 (0.087),5.58E-01,9.35E-01,No,0.003 (0.194),9.88E-01,9.94E-01,No,159,0.063 (0.039),1.07E-01,3.04E-01,No,-0.081 (0.082),3.21E-01,7.44E-01,No,742,-0.091 (0.044),3.83E-02,3.25E-01,No,-0.035 (0.089),6.93E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_caudalmiddlefrontal_surfavg,-0.025 (0.087),7.73E-01,9.74E-01,No,-0.173 (0.193),3.71E-01,9.93E-01,No,159,-0.021 (0.039),5.90E-01,7.60E-01,No,0.104 (0.082),2.06E-01,7.44E-01,No,742,-0.029 (0.044),5.12E-01,7.41E-01,No,-0.018 (0.089),8.39E-01,9.54E-01,No,585
surface_area,CTQ_Abuse,male,L_cuneus_surfavg,0.085 (0.087),3.31E-01,9.35E-01,No,0.072 (0.193),7.10E-01,9.94E-01,No,159,-0.002 (0.039),9.54E-01,9.62E-01,No,0.014 (0.082),8.68E-01,9.41E-01,No,742,0.065 (0.044),1.37E-01,4.84E-01,No,-0.08 (0.089),3.71E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_entorhil_surfavg,-0.053 (0.087),5.41E-01,9.35E-01,No,-0.056 (0.194),7.74E-01,9.94E-01,No,159,0.018 (0.039),6.50E-01,8.03E-01,No,0.056 (0.082),4.92E-01,7.44E-01,No,742,0.055 (0.044),2.11E-01,5.52E-01,No,-0.045 (0.089),6.16E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_fusiform_surfavg,-0.103 (0.087),2.39E-01,9.35E-01,No,0.106 (0.193),5.83E-01,9.94E-01,No,159,-0.066 (0.039),9.06E-02,2.93E-01,No,0.099 (0.082),2.28E-01,7.44E-01,No,742,0.02 (0.044),6.42E-01,8.01E-01,No,0.051 (0.089),5.70E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_inferiorparietal_surfavg,-0.052 (0.087),5.52E-01,9.35E-01,No,-0.114 (0.193),5.55E-01,9.94E-01,No,159,-0.063 (0.039),1.05E-01,3.04E-01,No,-0.013 (0.082),8.72E-01,9.41E-01,No,742,-0.009 (0.044),8.37E-01,9.14E-01,No,0.082 (0.089),3.57E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_inferiortemporal_surfavg,0.002 (0.087),9.79E-01,9.93E-01,No,-0.191 (0.193),3.26E-01,9.93E-01,No,159,0.028 (0.039),4.80E-01,6.66E-01,No,0.049 (0.082),5.51E-01,7.66E-01,No,742,-0.024 (0.044),5.81E-01,8.01E-01,No,0.182 (0.089),4.08E-02,5.56E-01,No,585
surface_area,CTQ_Abuse,male,L_isthmuscingulate_surfavg,0.022 (0.087),7.98E-01,9.74E-01,No,-0.038 (0.194),8.46E-01,9.94E-01,No,159,0.009 (0.039),8.17E-01,9.06E-01,No,-0.072 (0.082),3.80E-01,7.44E-01,No,742,-0.097 (0.044),2.75E-02,3.11E-01,No,0.056 (0.089),5.29E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_lateraloccipital_surfavg,0.051 (0.087),5.59E-01,9.35E-01,No,0.005 (0.194),9.78E-01,9.94E-01,No,159,0.073 (0.039),6.15E-02,2.32E-01,No,0.058 (0.082),4.78E-01,7.44E-01,No,742,0.035 (0.044),4.29E-01,6.78E-01,No,-0.038 (0.089),6.70E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_lateralorbitofrontal_surfavg,-0.027 (0.087),7.58E-01,9.74E-01,No,-0.228 (0.193),2.38E-01,9.93E-01,No,159,-0.041 (0.039),2.92E-01,5.51E-01,No,0.073 (0.082),3.77E-01,7.44E-01,No,742,0.038 (0.044),3.92E-01,6.35E-01,No,0.068 (0.089),4.48E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_lingual_surfavg,0.106 (0.087),2.23E-01,9.35E-01,No,-0.198 (0.193),3.05E-01,9.93E-01,No,159,-0.032 (0.039),4.14E-01,6.54E-01,No,-0.04 (0.082),6.24E-01,8.00E-01,No,742,0.076 (0.044),8.21E-02,4.71E-01,No,0.026 (0.089),7.71E-01,9.54E-01,No,585
surface_area,CTQ_Abuse,male,L_medialorbitofrontal_surfavg,0.01 (0.087),9.05E-01,9.77E-01,No,-0.116 (0.194),5.52E-01,9.94E-01,No,159,0.007 (0.039),8.53E-01,9.07E-01,No,0.058 (0.082),4.83E-01,7.44E-01,No,742,0.039 (0.044),3.78E-01,6.35E-01,No,-0.044 (0.089),6.24E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_middletemporal_surfavg,-0.21 (0.085),1.50E-02,7.59E-01,No,-0.012 (0.19),9.48E-01,9.94E-01,No,159,0.009 (0.039),8.18E-01,9.06E-01,No,0.065 (0.082),4.26E-01,7.44E-01,No,742,0.065 (0.044),1.39E-01,4.84E-01,No,0.04 (0.089),6.56E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_parahippocampal_surfavg,-0.098 (0.087),2.62E-01,9.35E-01,No,-0.118 (0.192),5.42E-01,9.94E-01,No,159,-0.086 (0.039),2.82E-02,1.74E-01,No,0.065 (0.082),4.30E-01,7.44E-01,No,742,0.048 (0.044),2.70E-01,6.15E-01,No,-0.178 (0.089),4.61E-02,5.56E-01,No,585
surface_area,CTQ_Abuse,male,L_paracentral_surfavg,-0.063 (0.087),4.70E-01,9.35E-01,No,-0.137 (0.193),4.80E-01,9.94E-01,No,159,-0.043 (0.039),2.71E-01,5.26E-01,No,0.003 (0.082),9.72E-01,9.87E-01,No,742,-0.117 (0.044),7.56E-03,1.15E-01,No,0.063 (0.089),4.82E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_parsopercularis_surfavg,0.051 (0.085),5.49E-01,9.35E-01,No,0.487 (0.188),1.05E-02,7.16E-01,No,159,0.099 (0.039),1.16E-02,1.32E-01,No,-0.167 (0.082),4.08E-02,4.62E-01,No,742,-0.04 (0.044),3.66E-01,6.35E-01,No,-0.009 (0.089),9.23E-01,9.62E-01,No,585
surface_area,CTQ_Abuse,male,L_parsorbitalis_surfavg,0.058 (0.087),5.07E-01,9.35E-01,No,-0.101 (0.194),6.02E-01,9.94E-01,No,159,0.17 (0.039) *,1.34E-05,9.14E-04,Yes,-0.081 (0.081),3.18E-01,7.44E-01,No,742,0.058 (0.044),1.88E-01,5.21E-01,No,0.052 (0.089),5.57E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_parstriangularis_surfavg,-0.005 (0.086),9.54E-01,9.93E-01,No,0.356 (0.192),6.51E-02,7.72E-01,No,159,0.09 (0.039),2.15E-02,1.49E-01,No,-0.15 (0.082),6.69E-02,5.27E-01,No,742,0.068 (0.044),1.21E-01,4.84E-01,No,-0.046 (0.089),6.02E-01,9.42E-01,No,585
surface_area,CTQ_Abuse,male,L_pericalcarine_surfavg,0.145 (0.086),9.39E-02,9.35E-01,No,0.089 (0.191),6.43E-01,9.94E-01,No,159,-0.009 (0.039),8.12E-01,9.06E-01,No,-0.043 (0.082),6.00E-01,7.84E-01,No,742,0.022 (0.044),6.10E-01,8.01E-01,No,0.118 (0.089),1.84E-01,9.03E-01,No,585
surface_area,CTQ_Abuse,male,L_postcentral_surfavg,-0.097 (0.087),2.67E-01,9.35E-01,No,0.098 (0.193),6.14E-01,9.94E-01,No,159,-0.008 (0.039),8.30E-01,9.06E-01,No,-0.073 (0.082),3.71E-01,7.44E-01,No,742,-0.064 (0.044),1.42E-01,4.84E-01,No,-0.005 (0.089),9.54E-01,9.62E-01,No,585
surface_area,CTQ_Abuse,male,L_posteriorcingulate_surfavg,-0.017 (0.087),8.45E-01,9.74E-01,No,0.079 (0.194),6.86E-01,9.94E-01,No,159,0.019 (0.039),6.31E-01,7.95E-01,No,-0.182 (0.082),2.68E-02,4.62E-01,No,742,-0.123 (0.044),4.84E-03,1.15E-01,No,0.005 (0.089),9.53E-01,9.62E-01,No,585
surface_area,CTQ_Abuse,male,L_precentral_surfavg,0.06 (0.087),4.96E-01,9.35E-01,No,0.004 (0.194),9.83E-01,9.94E-01,No,159,0.028 (0.039),4.79E-01,6.66E-01,No,-0.001 (0.082),9.88E-01,9.88E-01,No,742,-0.003 (0.044),9.48E-01,9.77E-01,No,-0.015 (0.089),8.65E-01,9.54E-01,No,585
